Code,Name,Shares,Sector
6147,"Yamazaki Co., Ltd.",4437250,Industrials
6155,"Takamatsu Machinery Co., Ltd.",10791575,Industrials
6156,A-One Seimitsu Inc.,5038228,Industrials
6158,"Waida Mfg. Co.,Ltd.",6522351,Industrials
6222,"Shima Seiki Mfg.,Ltd.",33518236,Industrials
6223,"Seibu Giken Co.,Ltd.",19536000,Industrials
6326,Kubota Corporation,1137064547,Industrials
6327,"Kitagawa Seiki Co.,Ltd.",8167788,Industrials
6340,Shibuya Corporation,27666271,Industrials
6413,Riso Kagaku Corporation,62905384,Technology
6448,"Brother Industries, Ltd.",248894985,Industrials
6557,AIAI Group Corporation,6438136,Healthcare
6565,"Abhotel Co., Ltd.",14175534,Consumer Cyclical
6629,"Techno Horizon Co.,Ltd.",13476998,Technology
6643,"Togami Electric Mfg. Co., Ltd.",4676193,Industrials
6662,"Ubiteq, Inc.",14791600,Technology
6745,Hochiki Corporation,74605179,Industrials
6775,TB Group Inc.,13979201,Technology
6804,Hosiden Corporation,49232884,Industrials
6832,"AOI Electronics Co., Ltd.",11198937,Technology
6874,Kyoritsu Electric Corporation,8065974,Technology
6877,Obara Group Incorporated,14414013,Industrials
6882,"Sansha Electric Manufacturing Co.,Ltd.",13310478,Industrials
6901,"Sawafuji Electric Co.,Ltd.",4314835,Consumer Cyclical
6908,"Iriso Electronics Co., Ltd.",21350505,Technology
6929,"Nippon Ceramic Co., Ltd.",20704662,Technology
6976,"Taiyo Yuden Co., Ltd.",125050589,Technology
6996,Nichicon Corporation,67159021,Technology
7013,IHI Corporation,1060152314,Industrials
7040,"Sun-Life Holding Co.,Ltd.",6123155,Consumer Cyclical
7089,"for Startups, Inc.",6452718,Industrials
7130,"Yamae Group Holdings Co.,Ltd.",27726196,Industrials
7134,"UP GARAGE GROUP Co., Ltd.",7910756,Consumer Cyclical
7164,"ZENKOKU HOSHO Co.,Ltd.",132858456,Financial Services
7173,"Tokyo Kiraboshi Financial Group, Inc.",30291107,Financial Services
7203,Toyota Motor Corporation,13033385148,Consumer Cyclical
7211,Mitsubishi Motors Corporation,1338352914,Consumer Cyclical
7224,"ShinMaywa Industries, Ltd.",66143898,Industrials
7291,"Nihon Plast Co., Ltd.",18905525,Consumer Cyclical
7399,"Nansin Co., Ltd.",6666034,Industrials
7412,ATOM Corporation,193136265,Consumer Cyclical
7421,"Kappa Create Co., Ltd.",49352376,Consumer Cyclical
7442,"Nakayamafuku Co.,Ltd.",19412444,Consumer Cyclical
7464,"Saftec Co.,Ltd.",1756132,Industrials
7466,SPK Corporation,20193320,Consumer Cyclical
7472,"TOBA, INC.",3912068,Industrials
7504,Kohsoku Corporation,19554206,Consumer Cyclical
7509,I.A Group Corporation,1458166,Industrials
7616,"Colowide Co.,Ltd.",106306116,Consumer Cyclical
7723,"Aichi Tokei Denki Co., Ltd.",15341653,Technology
7731,Nikon Corporation,329167668,Consumer Cyclical
7791,"Dreambed Co.,Ltd.",4060983,Consumer Cyclical
7792,"Colan Totte.Co.,Ltd.",9092058,Healthcare
7841,"Endo Manufacturing Co., Ltd.",8787422,Consumer Cyclical
7917,ZACROS Corporation,71609464,Consumer Cyclical
7963,Koken Ltd.,4948875,Healthcare
7966,LINTEC Corporation,65481691,Basic Materials
7971,TOLI Corporation,56744993,Industrials
7974,"Nintendo Co., Ltd.",1152828913,Communication Services
7980,"Shigematsu Works Co., Ltd.",7111364,Healthcare
7987,"Nakabayashi Co., Ltd.",27484257,Industrials
7989,Tachikawa Corporation,20101146,Consumer Cyclical
7994,Okamura Corporation,94676603,Industrials
8052,"Tsubakimoto Kogyo Co., Ltd.",18369578,Industrials
8065,Sato Shoji Corporation,20687546,Basic Materials
8074,"Yuasa Co., Ltd.",21031661,Industrials
8084,Ryoden Corporation,21557266,Technology
8113,Unicharm Corporation,1731248919,Consumer Defensive
8131,"Mitsuuroko Group Holdings Co.,Ltd.",54740111,Energy
8137,Sun-Wa Technos Corporation,15225236,Technology
8158,"Soda Nikka Co., Ltd.",22823660,Basic Materials
8173,Joshin Corporation,25879683,Consumer Cyclical
8202,"Laox Holdings CO.,LTD.",91416247,Consumer Cyclical
8282,K's Holdings Corporation,154507312,Consumer Cyclical
8367,"The Nanto Bank, Ltd.",157063690,Financial Services
8410,"Seven Bank, Ltd.",1173185289,Financial Services
8418,"Yamaguchi Financial Group, Inc.",207219562,Financial Services
8566,"Ricoh Leasing Company, Ltd.",30824441,Financial Services
8596,"Kyushu Leasing Service Co., Ltd.",22609029,Industrials
8747,"Yutaka Trusty Securities Co., Ltd.",5683851,Financial Services
8864,"Airport Facilities Co., Ltd.",49380529,Real Estate
8919,"KATITAS CO., Ltd.",78235206,Consumer Cyclical
8996,"HouseFreedom Co.,Ltd.",3833140,Real Estate
9009,"Keisei Electric Railway Co., Ltd.",482230645,Industrials
9029,"Higashi Holdings Co., Ltd.",13074975,Industrials
9072,"NIKKON Holdings Co.,Ltd.",116756672,Industrials
9107,"Kawasaki Kisen Kaisha, Ltd.",632094302,Industrials
9119,"Iino Kaiun Kaisha, Ltd.",105802949,Industrials
9143,"SG Holdings Co.,Ltd.",596731028,Industrials
9324,Yasuda Logistics Corporation,28876628,Industrials
9339,"Coach A Co., Ltd.",2363346,Consumer Defensive
9361,"Fushiki Kairiku Unso Co.,Ltd.",2588897,Industrials
9376,"Eurasia Travel Co., Ltd.",3689974,Consumer Cyclical
9413,TV TOKYO Holdings Corporation,26625971,Communication Services
9421,NJ Holdings Inc.,5292784,Communication Services
9432,"NTT, Inc.",81423625037,Communication Services
9436,Okinawa Cellular Telephone Company,92130245,Communication Services
9478,"SE Holdings and Incubations Co., Ltd.",15289217,Communication Services
9532,"Osaka Gas Co., Ltd.",383901884,Utilities
9698,"Creo Co.,Ltd.",7742087,Technology
9702,ISB Corporation,11462992,Technology
9706,"Japan Airport Terminal Co., Ltd.",92822858,Industrials
9753,IX Knowledge Incorporated,9564064,Technology
9759,"NSD Co., Ltd.",75922359,Technology
9766,Konami Group Corporation,135556592,Communication Services
9790,"Fukui Computer Holdings,Inc.",20675187,Technology
9831,"Yamada Holdings Co., Ltd.",664440382,Consumer Cyclical
9849,Kyodo Paper Holdings,675959,Industrials
9867,Solekia Limited,863960,Technology
9882,Yellow Hat Ltd.,85585940,Consumer Cyclical
9902,NICHIDEN Corporation,29538328,Industrials
130A,N/A,6487114,Healthcare
1333,Umios Corporation,151177449,Consumer Defensive
1375,"Yukiguni Factory Co., Ltd.",39882822,Consumer Defensive
1414,"SHO-BOND Holdings Co.,Ltd.",201381040,Industrials
1420,Sanyo Homes Corporation,11831714,Consumer Cyclical
1787,"Nakabohtec Corrosion Protecting Co.,Ltd.",2452136,Industrials
1807,"Watanabe Sato Co., Ltd.",6244557,Industrials
1813,Fudo Tetra Corporation,15149872,Industrials
1826,"Sata Construction Co., Ltd.",12046202,Industrials
1882,Toa Road Corporation,46211288,Industrials
1929,"Nittoc Construction Co., Ltd.",41769808,Industrials
1992,"Kanda Tsushinki Co., Ltd.",2290243,Technology
2009,"The Torigoe Co., Ltd.",23294470,Consumer Defensive
208A,KOZO KEIKAKU ENGINEERING HOLDINGS Inc.,10572578,Industrials
2201,"Morinaga&Co., Ltd.",84020888,Consumer Defensive
2224,"Como Co.,Ltd.",3474518,Consumer Defensive
2395,"Shin Nippon Biomedical Laboratories, Ltd.",41631836,Healthcare
2488,"JTP Co.,Ltd.",5668568,Technology
2613,"J-Oil Mills, Inc.",33116502,Consumer Defensive
2730,EDION Corporation,105740150,Consumer Cyclical
2763,"FTGroup Co., Ltd.",29729195,Technology
2810,House Foods Group Inc.,90798890,Consumer Defensive
2816,"Daisho Co.,Ltd.",9652712,Consumer Defensive
2903,"Shinobu Foods Products Co., Ltd.",11035524,Consumer Defensive
2915,"KENKO Mayonnaise Co.,Ltd.",14397735,Consumer Defensive
3132,"Macnica Holdings, Inc.",178563057,Technology
3143,O'will Corporation,9020013,Consumer Defensive
3157,GEOLIVE Group Corporation,13271824,Basic Materials
3199,"Watahan & Co.,Ltd.",18688015,Consumer Cyclical
3276,"Japan Property Management Center Co.,Ltd.",16708889,Real Estate
3288,"Open House Group Co., Ltd.",111518023,Real Estate
3289,Tokyu Fudosan Holdings Corporation,714367777,Real Estate
3294,"e'grand Co.,Ltd",6093376,Real Estate
3317,"Flying Garden Co., Ltd.",2890258,Consumer Cyclical
3371,Softcreate Holdings Corp.,24960990,Technology
3401,Teijin Limited,192903578,Industrials
3433,"TOCALO Co.,Ltd.",59468698,Industrials
3447,"Shinwa Co., Ltd.",13559697,Industrials
3577,Tokai Senko K.K.,3156186,Consumer Cyclical
3744,SIOS Corporation,8669062,Technology
3771,"System Research Co.,Ltd.",16584953,Technology
3951,"Asahi Printing Co.,Ltd.",20193047,Consumer Cyclical
3970,Innovation Inc.,2674134,Technology
4062,"Ibiden Co.,Ltd.",279245848,Technology
4091,Nippon Sanso Holdings Corporation,432854278,Basic Materials
417A,N/A,203584780,Consumer Defensive
4186,"Tokyo Ohka Kogyo Co., Ltd.",119877901,Technology
4189,"KH Neochem Co., Ltd.",35008616,Basic Materials
4203,Sumitomo Bakelite Company Limited,87736171,Basic Materials
4351,Yamada Servicer Synthetic Office,4259566,Industrials
4366,Daito Chemix Corporation,32206050,Basic Materials
4368,"Fuso Chemical Co.,Ltd.",105796374,Basic Materials
4385,"Mercari, Inc.",164888833,Consumer Cyclical
438A,N/A,20615600,Technology
4403,NOF Corporation,226434665,Basic Materials
4404,"Miyoshi Oil & Fat Co., Ltd.",10201210,Consumer Defensive
4491,"Computer Management Co., Ltd.",2037743,Technology
4547,"Kissei Pharmaceutical Co., Ltd.",41452593,Healthcare
4613,"Kansai Paint Co., Ltd.",176067978,Basic Materials
4617,"Chugoku Marine Paints, Ltd.",49614038,Basic Materials
4624,"Isamu Paint Co., Ltd.",1905452,Basic Materials
4719,Alpha Systems Inc.,14038672,Technology
4736,Nippon RAD Inc.,5284921,Technology
4884,"Kringle Pharma, Inc.",7262017,Healthcare
4925,"HABA Laboratories,Inc.",3781480,Consumer Defensive
4927,Pola Orbis Holdings Inc.,221267109,Consumer Defensive
4951,S.T. Corporation,20870194,Consumer Defensive
4960,"Chemipro Kasei Kaisha, Ltd.",16113061,Basic Materials
5016,JX Advanced Metals Corporation,926095778,Technology
5035,HOUSEI Inc.,6689096,Technology
5121,FUJIKURA COMPOSITES Inc.,18911227,Consumer Cyclical
5202,"Nippon Sheet Glass Company, Limited",104030413,Consumer Cyclical
5283,"Takamisawa Co., Ltd.",1652024,Basic Materials
5310,"Toyo Tanso Co., Ltd.",20972216,Industrials
5393,Nichias Corporation,189089352,Industrials
5406,"Kobe Steel, Ltd.",393655525,Basic Materials
5451,"Yodoko, Ltd.",146158580,Basic Materials
5535,MIGALO HOLDINGS Inc.,64293284,Real Estate
5603,Kogi Corporation,3282296,Industrials
5660,"Kobelco Wire Company, Ltd.",5909699,Basic Materials
5713,"Sumitomo Metal Mining Co., Ltd.",270552413,Basic Materials
5821,Hirakawa Hewtech Corp.,14805564,Industrials
5842,Integral Corporation,34038106,Financial Services
5902,Hokkan Holdings Limited,12313505,Consumer Cyclical
5946,"Chofu Seisakusho Co., Ltd.",34002283,Consumer Cyclical
5958,"Sanyo Industries, Ltd.",2804027,Industrials
5988,"PIOLAX, Inc.",24395192,Consumer Cyclical
5991,"NHK Spring Co., Ltd.",202593962,Consumer Cyclical
6031,Zeta Inc.,20431740,Technology
6046,Linkbal Inc.,18741494,Communication Services
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",35256054,Industrials
6248,"Yokota Manufacturing Co., Ltd.",1855110,Industrials
6277,Hosokawa Micron Corporation,14635988,Industrials
6315,TOWA Corporation,75026624,Technology
6322,Tacmina Corporation,6904658,Industrials
6328,"Ebara Jitsugyo Co.,Ltd.",23806118,Industrials
6364,Airman Corporation,27026905,Industrials
6366,Chiyoda Corporation,259143419,Industrials
6466,"TVE Co., Ltd.",2345885,Industrials
6480,"Nippon Thompson Co., Ltd.",69738373,Industrials
6481,"THK Co., Ltd.",112019781,Industrials
6588,Toshiba Tec Corporation,52988081,Technology
6622,DAIHEN Corporation,23606614,Industrials
6677,"SK-Electronics CO.,LTD.",10384207,Technology
6678,"Techno Medica Co., Ltd.",6666568,Healthcare
6730,AXELL Corporation,10770087,Technology
6744,Nohmi Bosai Ltd.,58863031,Industrials
6768,Tamura Corporation,79574110,Technology
6772,"Tokyo Cosmos Electric Co., Ltd.",6761285,Technology
6806,"Hirose Electric Co.,Ltd.",32721110,Technology
6928,"Enomoto Co.,Ltd.",6597608,Technology
7128,UNISOL Holdings Corporation,24043722,Industrials
7192,Mortgage Service Japan Limited,14701980,Financial Services
7247,Mikuni Corporation,33624727,Consumer Cyclical
7366,LITALICO Inc.,34869833,Consumer Defensive
7443,"Yokohama Gyorui Co., Ltd.",6257351,Consumer Defensive
7460,"Yagi & Co.,Ltd.",8121453,Consumer Cyclical
7461,"Kimura Co.,Ltd.",14832635,Basic Materials
7490,"Nissin Shoji Co.,Ltd.",6676444,Industrials
7537,Marubun Corporation,26243142,Technology
7564,"Workman Co.,Ltd.",81613159,Consumer Cyclical
7570,"Hashimoto Sogyo Holdings Co.,Ltd.",19458928,Industrials
7606,United Arrows Ltd.,27620327,Consumer Cyclical
7615,"KYOTO KIMONO YUZEN HOLDINGS Co., Ltd.",17437164,Consumer Cyclical
7634,"Hoshi Iryo-Sanki Co., Ltd.",3123200,Healthcare
7636,"Handsman Co., Ltd.",13759600,Consumer Cyclical
7721,TOKYO KEIKI INC.,16433298,Technology
7743,"SEED Co.,Ltd.",30265786,Healthcare
7846,Pilot Corporation,35080151,Industrials
7885,"Takano Co.,Ltd.",15221580,Consumer Cyclical
7951,Yamaha Corporation,442490556,Consumer Cyclical
7955,Cleanup Corporation,35264754,Consumer Cyclical
8098,"Inabata & Co.,Ltd.",53382513,Basic Materials
8283,Paltac Corporation,60794224,Consumer Defensive
8334,"The Gunma Bank, Ltd.",378500403,Financial Services
8336,"The Musashino Bank, Ltd.",98902524,Financial Services
8377,"Hokuhoku Financial Group, Inc.",120410051,Financial Services
8416,"The Bank Of Kochi, Ltd.",10139328,Financial Services
8439,Tokyo Century Corporation,488761942,Industrials
8591,ORIX Corporation,1098235755,Financial Services
8835,Taiheiyo Kouhatsu Incorporated,7779280,Industrials
8850,Starts Corporation Inc.,48172076,Real Estate
8934,"Sun Frontier Fudousan Co., Ltd.",54032905,Real Estate
9006,Keikyu Corporation,268151279,Industrials
9068,"Maruzen Showa Unyu Co., Ltd.",19602846,Industrials
9090,AZ-COM MARUWA Holdings Inc.,134683249,Industrials
9101,Nippon Yusen Kabushiki Kaisha,405491612,Industrials
9142,Kyushu Railway Company,153689566,Industrials
9273,"Koa Shoji Holdings Co.,Ltd.",42118504,Healthcare
9304,Shibusawa Logistics Corporation,56165036,Industrials
9342,Sumasapo Inc.,2405157,Real Estate
9405,Asahi Broadcasting Group Holdings Corporation,41789655,Communication Services
9434,SoftBank Corp.,47763467941,Communication Services
9535,"HIROSHIMA GAS Co.,Ltd.",68735573,Energy
9543,"Shizuoka Gas Co., Ltd.",75352967,Utilities
9699,"Nishio Holdings Co., Ltd.",27762426,Industrials
9739,NSW Inc.,14899377,Technology
9820,MT Genex Corporation,1076266,Industrials
9828,Genki Global Dining Concepts Corporation,17659526,Consumer Cyclical
9832,"Autobacs Seven Co., Ltd.",78530093,Consumer Cyclical
9854,"Aigan Co.,Ltd.",19406990,Consumer Cyclical
9869,"Kato Sangyo Co., Ltd.",30249940,Consumer Defensive
9991,Gecoss Corporation,33646406,Industrials
1417,MIRAIT ONE Corporation,88660316,Industrials
1431,"Lib Work Co.,Ltd.",23265828,Real Estate
166A,TASUKI Holdings Inc.,61621872,Technology
1717,Meiho Facility Works Ltd.,11758656,Industrials
1721,COMSYS Holdings Corporation,116049835,Industrials
1776,"Sumiken Mitsui Road Co.,Ltd.",9204847,Industrials
1798,Moriya Corporation,10904700,Industrials
1803,Shimizu Corporation,676556344,Industrials
1814,"Daisue Construction Co., Ltd.",10389203,Real Estate
1820,"Nishimatsu Construction Co., Ltd.",39484719,Industrials
1866,Kitano Construction Corp.,24325492,Industrials
1870,"Yahagi Construction Co.,Ltd.",43181721,Industrials
1879,Shinnihon Corporation,58489640,Industrials
1938,"Nippon Rietec Co.,Ltd.",24780549,Industrials
1945,N/A,0,N/A
1994,Takahashi Curtain Wall Corporation,7923747,Industrials
2001,Nippn Corporation,82815049,Consumer Defensive
202A,"Mamezo Co., Ltd.",16050000,Technology
2055,"Nichiwa Sangyo Co., Ltd.",18111793,Consumer Defensive
2120,"LIFULL Co.,Ltd.",128135298,Communication Services
2122,"Interspace Co.,Ltd.",6276831,Communication Services
2154,Open Up Group Inc.,84945253,Industrials
2162,nms Holdings Corporation,19200741,Technology
2209,"Imuraya Group Co., Ltd.",12797124,Consumer Defensive
2221,"Iwatsuka Confectionery Co., Ltd.",10258687,Consumer Defensive
2267,"Yakult Honsha Co.,Ltd.",292563488,Consumer Defensive
2304,"CSS Holdings,Ltd.",4935592,Industrials
2331,"Alsok Co.,Ltd.",485984998,Industrials
2393,"Nippon Care Supply Co., Ltd.",15539021,Industrials
2418,TSUKADA GLOBAL HOLDINGS Inc.,47318466,Consumer Cyclical
2432,"DeNA Co., Ltd.",107386632,Industrials
2433,Hakuhodo DY Holdings Inc,359032040,Communication Services
2445,"Takamiya Co., Ltd.",45845254,Industrials
2477,"Temairazu, Inc.",5954482,Communication Services
2483,Honyaku Center Inc.,3356793,Industrials
250A,N/A,15205320,Consumer Defensive
2588,"Premium Water Holdings,Inc.",39521987,Utilities
2602,"The Nisshin OilliO Group,Ltd.",91452069,Consumer Defensive
2607,"Fuji Oil Co., Ltd.",85982567,Consumer Defensive
262A,N/A,30600000,Healthcare
2674,"Hard Off Corporation Co.,Ltd.",13896186,Consumer Cyclical
2676,"Takachiho Koheki Co.,Ltd.",18679560,Industrials
2767,Tsuburaya Fields Holdings Inc.,62230845,Consumer Cyclical
2871,Nichirei Corporation,250618561,Consumer Defensive
2937,"St.Cousair Co., Ltd.",9297554,Consumer Defensive
2981,Landix Inc.,5668830,Real Estate
3028,"Alpen Co.,Ltd.",38548687,Consumer Cyclical
3058,Sanyodo Holdings Inc,7283394,Consumer Cyclical
3082,"KICHIRI HOLDINGS & Co.,Ltd.",11299677,Consumer Cyclical
3101,"Toyobo Co., Ltd.",88244953,Basic Materials
3105,Nisshinbo Holdings Inc.,156198670,Industrials
3110,"Nitto Boseki Co., Ltd.",36405764,Consumer Cyclical
3154,"Medius Holdings Co., Ltd.",22237259,Healthcare
3176,"Sanyo Trading Co., Ltd.",28810173,Industrials
3179,"Syuppin Co., Ltd.",21229508,Consumer Cyclical
3245,"Dear Life Co.,Ltd.",50343074,Real Estate
3360,"Ship Healthcare Holdings, Inc.",92018934,Healthcare
3407,Asahi Kasei Corporation,1356441332,Industrials
3436,Sumco Corporation,349712421,Technology
3443,"Kawada Technologies, Inc.",52319562,Industrials
3461,"Palma Co., Ltd.",6765141,Industrials
3467,Agratio urban design Inc.,5753697,Real Estate
3494,"Mullion Co., Ltd.",7837480,Real Estate
3571,"Sotoh Co., Ltd.",12186528,Consumer Cyclical
3583,AuBEX CORPORATION,2734180,Consumer Cyclical
3628,"Data Horizon Co.,Ltd.",12691187,Healthcare
3634,Sockets Inc.,2442815,Technology
3671,"Softmax Co., Ltd",24049172,Healthcare
3679,"ZIGExN Co., Ltd.",99169345,Communication Services
3741,"Systems Engineering Consultants Co.,LTD.",10209612,Technology
3772,"Wealth Management, Inc.",19178522,Real Estate
3779,"J Escom Holdings,Inc.",11567673,Consumer Cyclical
3793,"Drecom Co.,Ltd.",29009817,Communication Services
3802,"Ecomic Co., Ltd",3430140,Industrials
3837,Ad-Sol Nissin Corporation,16838781,Technology
387A,N/A,1697520,Technology
3948,"Hikari Business Form Co., Ltd.",5373337,Industrials
3958,"Sasatoku Printing Co.,Ltd.",5481114,Industrials
3964,Aucnet Inc.,90720638,Consumer Cyclical
4008,"Sumitomo Seika Chemicals Company, Limited.",64683785,Basic Materials
4023,Kureha Corporation,38219296,Basic Materials
4028,"Ishihara Sangyo Kaisha,Ltd.",38255219,Basic Materials
4046,"Osaka Soda Co., Ltd.",122852115,Basic Materials
4202,Daicel Corporation,255393823,Basic Materials
4259,ExaWizards Inc.,85868000,Technology
4272,"Nippon Kayaku Co., Ltd.",148496969,Basic Materials
4374,Robot Payment Inc.,3693932,Technology
4419,Finatext Holdings Ltd.,51300154,Technology
4452,Kao Corporation,452318445,Consumer Defensive
4477,"BASE,Inc.",115131371,Technology
4536,"Santen Pharmaceutical Co., Ltd.",321672432,Healthcare
4538,"Fuso Pharmaceutical Industries,Ltd.",8538668,Healthcare
4549,"Eiken Chemical Co., Ltd.",32968201,Healthcare
4554,"Fuji Pharma Co., Ltd.",24455235,Healthcare
4569,"KYORIN Pharmaceutical Co., Ltd.",57451667,Healthcare
4615,"Shinto Paint Company, Limited",34037096,Basic Materials
4671,"FALCO HOLDINGS Co., Ltd.",9981768,Healthcare
4676,"Fuji Media Holdings, Inc.",142445818,Communication Services
4718,"Waseda Academy Co., Ltd.",18476647,Consumer Defensive
4732,"USS Co., Ltd.",463178198,Consumer Cyclical
4828,Business Engineering Corporation,59871660,Technology
4881,FunPep Company Limited,40916688,Healthcare
4901,FUJIFILM Holdings Corporation,1205296566,Industrials
4911,"Shiseido Company, Limited",399536326,Consumer Defensive
4912,Lion Corporation,276651853,Consumer Defensive
4971,MEC Company Ltd.,18260657,Basic Materials
4975,JCU Corporation,24619723,Basic Materials
5011,"Nichireki Group Co., Ltd.",28455429,Industrials
5019,"Idemitsu Kosan Co.,Ltd.",1224636230,Energy
5021,"Cosmo Energy Holdings Co., Ltd.",159437215,Energy
5036,"Japan Business Systems, Inc.",44776025,Technology
5126,PORTERS Corporation,1631700,Technology
5142,Achilles Corporation,13666612,Basic Materials
5201,AGC Inc.,212364179,Industrials
5233,Taiheiyo Cement Corporation,111482508,Basic Materials
5256,"Fusic Co., Ltd.",1271340,Technology
5331,"Noritake Co., Limited",54995778,Industrials
5446,"HOKUETSU METAL Co., Ltd.",3857412,Basic Materials
5449,"Osaka Steel Co., Ltd.",29918989,Basic Materials
5461,"Chubu Steel Plate Co., Ltd.",27091322,Basic Materials
5533,"Elitz Holdings Co., Ltd.",3475600,Real Estate
5541,"Pacific Metals Co., Ltd.",17388515,Basic Materials
5563,"Nippon Denko Co., Ltd.",124787293,Basic Materials
5570,"Jenoba Co.,Ltd.",13232000,Communication Services
5697,"Sanyu Co., Ltd.",6044430,Basic Materials
5715,"Furukawa Co.,Ltd.",32431980,Basic Materials
5729,"Nihon Seiko Co., Ltd.",9803660,Basic Materials
5801,"Furukawa Electric Co., Ltd.",70348189,Industrials
5802,"Sumitomo Electric Industries, Ltd.",779918417,Consumer Cyclical
5820,"Mitsuboshi Co., Ltd.",3445554,Industrials
5831,"Shizuoka Financial Group,Inc.",530550554,Financial Services
5838,"Rakuten Bank, Ltd.",174498536,Financial Services
5851,Ryobi Limited,31809471,Industrials
5909,Corona Corporation,29244840,Consumer Cyclical
5939,"Otani Kogyo Co.,Ltd.",779171,Industrials
5947,Rinnai Corporation,138076675,Consumer Cyclical
5949,Unipres Corporation,44595114,Consumer Cyclical
5952,Amatei Incorporated,11852996,Industrials
5969,"Lobtex Co., Ltd.",1867400,Industrials
5984,Kanefusa Corporation,13899958,Industrials
6073,Asante Incorporated,9772924,Consumer Cyclical
6103,Okuma Corporation,59966281,Industrials
6104,"Shibaura Machine Co.,Ltd.",23647054,Industrials
6143,"Sodick Co., Ltd.",50471335,Industrials
6239,Nagaoka International Corporation,6966523,Energy
6245,"HIRANO TECSEED Co.,Ltd.",15138227,Industrials
6257,"Fujishoji Co.,Ltd.",20924553,Consumer Cyclical
6282,Oiles Corporation,29124317,Industrials
6332,"Tsukishima Holdings Co., Ltd.",39405390,Industrials
6333,Teikoku Corporation,15327518,Industrials
6335,"Tokyo Kikai Seisakusho, Ltd.",8073108,Industrials
6337,TESEC Corporation,5214253,Technology
6351,"Tsurumi Manufacturing Co.,Ltd.",47966854,Industrials
6367,"Daikin Industries,Ltd.",292828820,Industrials
6378,"Kimura Chemical Plants Co., Ltd.",19806297,Industrials
6381,ANEST IWATA Corporation,39386216,Industrials
6392,Yamada Corporation,2393736,Industrials
6402,"Kanematsu Engineering Co., Ltd.",4896925,Industrials
6408,"Ogura Clutch Co.,Ltd.",1496060,Industrials
6440,Juki Corporation,29771760,Industrials
6445,JANOME Corporation,17060181,Consumer Cyclical
6459,Daiwa Industries Ltd.,49113258,Industrials
6460,Sega Sammy Holdings Inc.,207359531,Communication Services
6471,NSK Ltd.,489323007,Consumer Cyclical
6479,MINEBEA MITSUMI Inc.,401595694,Technology
6513,"Origin Company, Limited",5256645,Technology
6537,"Washhouse Co.,Ltd.",6925367,Consumer Cyclical
6539,"Matching Service Japan Co., Ltd.",24851448,Industrials
6546,Fulltech Co.Ltd.,5367649,Industrials
6626,SEMITEC Corporation,9680971,Technology
6644,"Osaki Electric Co., Ltd.",44596914,Technology
6658,"Shirai Electronics Industrial Co., Ltd.",14917287,Technology
6718,"Aiphone Co.,Ltd.",16366929,Technology
6728,"ULVAC, Inc.",49243290,Industrials
6737,EIZO Corporation,39533845,Technology
6741,"Nippon Signal Co., Ltd.",62370947,Industrials
6752,Panasonic Holdings Corporation,2334679531,Technology
6763,"Teikoku Tsushin Kogyo Co., Ltd.",9233559,Industrials
6797,"Nagoya Electric Works Co., Ltd.",11754754,Industrials
6798,SMK Corporation,6329029,Technology
6862,MINATO HOLDINGS INC.,7444478,Technology
6919,KEL Corporation,7275338,Technology
6923,"Stanley Electric Co., Ltd.",122904431,Consumer Cyclical
6927,"Helios Techno Holding Co., Ltd.",18151667,Technology
6946,"Nippon Avionics Co., Ltd.",14788863,Industrials
6963,"ROHM Co., Ltd.",386035306,Technology
6986,Futaba Corporation,42415468,Technology
6989,"Hokuriku Electric Industry Co.,Ltd.",7846244,Technology
7004,Kanadevia Corporation,168244866,Industrials
7011,"Mitsubishi Heavy Industries, Ltd.",3360115603,Industrials
7012,"Kawasaki Heavy Industries, Ltd.",835846370,Industrials
7018,Naikai Zosen Corporation,1694788,Industrials
7022,Sanoyas Holdings Corporation,33488856,Industrials
7030,SPRIX Inc.,17642665,Consumer Defensive
7080,"Sportsfield Co., Ltd.",7337044,Industrials
7094,NexTone Inc.,9768380,Industrials
7183,"Anshin Guarantor Service Co., Ltd.",17371318,Financial Services
7184,"The First Bank Of Toyama, Ltd.",62850882,Financial Services
7186,"Yokohama Financial Group, Inc.",1111477483,Financial Services
7189,"Nishi-Nippon Financial Holdings, Inc.",139283688,Financial Services
7198,SBI ARUHI Corporation,44414210,Financial Services
7220,"Musashi Seimitsu Industry Co., Ltd.",65543436,Consumer Cyclical
7228,Daytona Corporation,2379433,Consumer Cyclical
7231,"Topy Industries, Limited",21660248,Consumer Cyclical
7245,"Daido Metal Co., Ltd.",46865436,Consumer Cyclical
7326,"SBI Insurance Group Co., Ltd.",24820388,Financial Services
7372,Decollte Holdings Corporation,5127461,Consumer Cyclical
7417,NANYO Corporation,12291446,Industrials
7425,"Hatsuho Shouji Co.,Ltd.",3299973,Basic Materials
7433,"Hakuto Co., Ltd.",18827082,Technology
7481,"Oie Sangyo Co., Ltd.",8300694,Consumer Defensive
7483,"Doshisha Co.,Ltd.",35466028,Industrials
7486,"Sanrin Co., Ltd.",12234208,Energy
7538,"Daisui Co.,Ltd.",13622247,Consumer Defensive
7550,"Zensho Holdings Co., Ltd.",156462866,Consumer Cyclical
7565,Mansei Corporation,1623740,Technology
7619,"Tanaka Co.,Ltd.",8131176,Technology
